invoice_no,category,quantity,price,shopping_mall,invoice_date
108259,Toys,3,311.06,Trafford Centre,2020-02-18
108260,Toys,1,266.95,Meadowhall,2023-10-16
108261,Home Decor,1,34.37,Lakeside Shopping Centre,2021-06-17
108262,Jewelry,4,214.05,Bloor-Yorkville,2020-07-02
108263,Jewelry,2,212.18,The Florida Mall,2022-09-18
108264,Home Decor,4,191.98,SouthPark,2022-12-29
108265,Footwear,3,126.82,NorthPark Center,2022-03-14
108266,Toys,1,147.61,Park Meadows,2022-06-19
108267,Beauty Products,4,219.38,The Domain,2022-05-10
108268,Clothing,1,226.09,Perimeter Mall,2020-02-29
108269,Home Decor,1,447.16,CambridgeSide,2021-04-07
108270,Books,2,349.82,Fashion Show Mall,2023-12-17
108271,Clothing,4,481.77,Bluewater Shopping Centre,2021-02-11
108272,Books,3,367.41,Bluewater Shopping Centre,2022-07-31
108273,Groceries,3,377.73,International Plaza and Bay Street,2021-06-25
108274,Jewelry,3,230.15,Westfield London,2021-10-26
108275,Footwear,4,167.75,Bluewater Shopping Centre,2024-08-12
108276,Toys,2,410.45,Fashion Show Mall,2022-08-18
108277,Home Decor,4,368.09,Bellevue Square,2021-11-17
108278,Jewelry,2,438.58,The Summit,2022-12-26
108279,Books,3,106.06,Roosevelt Field,2023-12-25
108280,Footwear,1,183.77,Perimeter Mall,2023-08-24
108281,Toys,1,114.68,The Mall in Columbia,2024-01-08
108282,Jewelry,1,10.49,Trafford Centre,2023-05-16
108283,Beauty Products,3,336.18,Scottsdale Fashion Square,2023-11-12
108284,Home Decor,1,498.98,The Domain,2022-08-19
108285,Accessories,2,198.22,Mall of America,2023-04-18
108286,Jewelry,3,48.83,The Dubai Mall,2022-03-24
108287,Clothing,3,244.06,South Coast Plaza,2021-06-04
108288,Jewelry,1,492.34,West Edmonton Mall,2022-10-08
108289,Books,2,218.0,Bullring & Grand Central,2021-03-07
108290,Beauty Products,3,165.13,Santa Monica Place,2021-12-26
108291,Home Decor,1,380.12,Bloor-Yorkville,2022-11-24
108292,Home Decor,4,477.63,Perimeter Mall,2021-01-01
108293,Footwear,3,347.92,Santa Monica Place,2021-09-16
108294,Books,1,102.16,The Florida Mall,2020-02-02
108295,Groceries,1,484.45,The Domain,2023-10-30
108296,Toys,4,59.85,Bayshore Shopping Centre,2022-01-22
108297,Clothing,2,369.95,Meadowhall,2020-11-10
108298,Toys,1,195.54,Aventura Mall,2024-06-29
108299,Home Decor,4,167.19,Mall of America,2021-05-07
108300,Beauty Products,3,494.9,The Shops at La Cantera,2022-11-05
108301,Jewelry,2,213.73,International Plaza and Bay Street,2022-11-13
108302,Toys,1,162.0,Bullring & Grand Central,2021-01-20
108303,Electronics,3,214.8,International Plaza and Bay Street,2024-06-06
108304,Clothing,2,5.13,The Florida Mall,2023-07-30
108305,Jewelry,3,311.41,NorthPark Center,2020-04-21
108306,Beauty Products,1,422.43,Westfield London,2020-06-05
108307,Jewelry,4,461.06,The Summit,2023-07-30
108308,Toys,4,266.83,Easton Town Center,2024-06-08
108309,Toys,2,304.09,Trafford Centre,2020-03-26
108310,Clothing,4,198.0,Pheasant Lane Mall,2023-06-08
108311,Accessories,4,76.0,Westfield Stratford City,2024-06-24
108312,Home Decor,4,450.38,Westfield Stratford City,2020-11-29
108313,Beauty Products,3,218.93,Bayshore Shopping Centre,2022-09-11
108314,Clothing,4,285.85,Aventura Mall,2020-08-01
108315,Footwear,4,29.61,Trafford Centre,2022-07-10
108316,Books,3,479.47,Roosevelt Field,2020-07-09
108317,Beauty Products,4,323.77,The Mall at Short Hills,2021-03-06
108318,Jewelry,4,251.75,The Shops at Columbus Circle,2023-10-13
108319,Jewelry,3,317.49,Meadowhall,2020-01-28
108320,Beauty Products,3,47.69,Easton Town Center,2020-06-07
108321,Jewelry,1,60.57,Stanford Shopping Center,2024-12-05
108322,Books,3,142.54,The Mall in Columbia,2021-09-21
108323,Clothing,1,346.79,Town Center at Boca Raton,2021-07-04
108324,Home Decor,2,191.81,Town Center at Boca Raton,2024-03-06
108325,Books,4,228.48,CambridgeSide,2023-01-19
108326,Beauty Products,3,251.34,Bayshore Shopping Centre,2023-04-26
108327,Footwear,2,151.8,Cherry Creek Shopping Center,2021-11-07
108328,Accessories,2,50.33,Trafford Centre,2020-03-03
108329,Groceries,1,93.46,Oakbrook Center,2021-05-24
108330,Accessories,1,47.91,CambridgeSide,2024-12-21
108331,Clothing,2,184.54,Bullring & Grand Central,2023-11-13
108332,Toys,2,299.47,King of Prussia Mall,2023-12-22
108333,Jewelry,2,324.15,Arndale Centre,2023-03-14
108334,Beauty Products,4,294.6,Aventura Mall,2025-01-26
108335,Books,1,330.97,The Dubai Mall,2022-08-15
108336,Footwear,1,144.19,Scottsdale Fashion Square,2020-03-19
108337,Footwear,2,436.06,Westfield London,2024-06-18
108338,Accessories,4,341.5,Bloor-Yorkville,2023-07-08
108339,Toys,3,40.36,Mall of America,2023-01-17
108340,Groceries,1,435.76,International Plaza and Bay Street,2021-07-14
108341,Clothing,4,339.13,The Shops at Columbus Circle,2022-04-17
108342,Clothing,4,84.85,Brookfield Place,2023-05-24
108343,Groceries,2,376.32,King of Prussia Mall,2021-12-29
108344,Home Decor,1,161.72,Tysons Corner Center,2025-02-02
108345,Footwear,2,430.18,Easton Town Center,2024-06-05
108346,Accessories,1,151.42,King of Prussia Mall,2024-09-10
108347,Books,1,93.75,The Shops at Columbus Circle,2021-08-02
108348,Home Decor,1,28.51,Aventura Mall,2024-03-23
108349,Beauty Products,4,329.32,Scottsdale Fashion Square,2020-10-02
108350,Footwear,3,217.64,Aventura Mall,2022-05-24
108351,Home Decor,2,156.59,Bloor-Yorkville,2024-05-13
108352,Clothing,4,229.57,Bluewater Shopping Centre,2022-08-09
108353,Clothing,3,10.03,The Gardens Mall,2021-01-13
108354,Footwear,3,481.81,Westfield San Francisco Centre,2023-05-18
108355,Electronics,4,310.19,The Oracle,2024-02-08
108356,Electronics,3,262.62,SouthPark,2024-05-05
108357,Clothing,3,434.95,Bellevue Square,2021-08-18
108358,Electronics,3,448.21,The Galleria,2021-05-14
108359,Jewelry,2,104.16,Aventura Mall,2020-10-07
108360,Toys,1,78.25,Trafford Centre,2023-01-13
108361,Books,1,304.78,Dolphin Mall,2025-01-03
108362,Books,3,325.29,South Coast Plaza,2020-07-28
108363,Footwear,1,376.22,Stonebriar Centre,2022-11-30
108364,Clothing,1,368.49,The Gardens Mall,2022-10-25
108365,Accessories,4,467.32,Dolphin Mall,2024-08-01
108366,Clothing,4,490.72,Westfield London,2023-09-03
108367,Toys,4,422.67,CambridgeSide,2024-05-31
108368,Jewelry,1,499.52,Aventura Mall,2024-04-27
108369,Books,1,62.07,SouthPark,2024-12-26
108370,Accessories,2,356.25,Westfield London,2024-08-11
108371,Footwear,1,396.99,Perimeter Mall,2022-07-18
108372,Electronics,3,487.84,Trafford Centre,2021-12-27
108373,Books,1,77.94,The Summit,2023-04-27
108374,Beauty Products,4,86.46,Metrocentre,2022-01-09
108375,Books,3,182.77,Bullring & Grand Central,2024-10-14
108376,Beauty Products,2,116.96,Dolphin Mall,2022-10-06
108377,Jewelry,4,270.46,International Plaza and Bay Street,2022-06-16
108378,Accessories,4,299.38,The Streets at Southpoint,2023-12-07
108379,Beauty Products,1,29.65,Westfield San Francisco Centre,2024-12-30
108380,Electronics,1,424.43,Arndale Centre,2022-03-18
108381,Jewelry,3,438.07,Bloor-Yorkville,2020-04-01
108382,Toys,3,356.9,Bayshore Shopping Centre,2021-10-23
108383,Jewelry,3,470.12,NorthPark Center,2023-02-23
108384,Accessories,1,370.34,Westfield San Francisco Centre,2023-01-09
108385,Electronics,4,53.74,Bayshore Shopping Centre,2024-06-19
108386,Toys,2,436.25,Tysons Corner Center,2022-05-28
108387,Jewelry,2,105.25,Aventura Mall,2022-08-06
108388,Groceries,1,202.38,Town Center at Boca Raton,2022-02-03
108389,Home Decor,4,296.97,Oakbrook Center,2023-12-24
108390,Beauty Products,4,67.63,Lenox Square,2021-01-29
108391,Accessories,1,240.2,The Shops at La Cantera,2021-08-19
108392,Jewelry,3,64.63,SouthPark,2021-04-27
108393,Electronics,2,454.12,The Dubai Mall,2024-09-08
108394,Home Decor,1,405.78,SouthPark,2021-12-15
108395,Electronics,1,146.16,The Galleria,2024-12-11
108396,Home Decor,3,398.93,Bayshore Shopping Centre,2020-01-27
108397,Clothing,3,450.14,Pheasant Lane Mall,2023-10-23
108398,Accessories,3,436.71,Stanford Shopping Center,2021-10-14
108399,Groceries,4,328.28,Cherry Creek Shopping Center,2020-10-03
108400,Footwear,1,173.56,The Mall in Columbia,2021-08-10
108401,Books,2,444.35,The Domain,2022-11-28
108402,Books,1,356.28,Easton Town Center,2023-09-03
108403,Electronics,4,350.66,The Mall in Columbia,2023-08-20
108404,Home Decor,2,9.21,Roosevelt Field,2021-12-27
108405,Toys,4,40.39,NorthPark Center,2023-01-04
108406,Groceries,3,57.47,The Grove,2023-08-06
108407,Toys,1,431.79,Metrocentre,2020-12-15
108408,Beauty Products,4,473.67,Roosevelt Field,2022-04-13
108409,Electronics,2,178.45,The Galleria,2020-05-16
108410,Accessories,3,259.38,Meadowhall,2020-04-30
108411,Beauty Products,2,207.0,Metrocentre,2022-02-12
108412,Electronics,1,383.54,The Trafford Centre,2020-05-05
108413,Home Decor,4,87.03,SouthPark,2022-10-07
108414,Accessories,1,275.05,The Oracle,2024-12-27
108415,Groceries,4,397.28,West Edmonton Mall,2020-04-06
108416,Books,4,10.69,The Gardens Mall,2022-06-16
108417,Accessories,2,118.09,The Mall at Millenia,2023-07-15
108418,Beauty Products,3,48.94,Yorkdale Shopping Centre,2020-06-12
108419,Footwear,2,21.58,Fashion Show Mall,2024-11-15
108420,Groceries,1,451.76,Roosevelt Field,2023-01-05
108421,Accessories,3,62.76,Trafford Centre,2023-04-15
108422,Groceries,1,44.39,Lakeside Shopping Centre,2023-01-10
108423,Electronics,1,337.59,Westfield Annapolis,2024-02-08
108424,Jewelry,2,60.55,The Mall at Millenia,2020-12-10
108425,Accessories,1,299.44,The Dubai Mall,2022-09-07
108426,Home Decor,2,106.72,Bullring & Grand Central,2023-11-19
108427,Footwear,3,102.83,The Galleria,2024-06-15
108428,Beauty Products,3,129.7,Pheasant Lane Mall,2021-03-05
108429,Books,1,357.71,The Mall at Short Hills,2024-07-04
108430,Groceries,3,383.82,NorthPark Center,2020-12-02
108431,Toys,1,207.46,NorthPark Center,2021-04-08
108432,Books,3,402.7,The Oracle,2023-12-12
108433,Beauty Products,4,162.92,Easton Town Center,2020-06-29
108434,Jewelry,4,45.72,Bayshore Shopping Centre,2022-12-04
108435,Accessories,1,298.05,The Dubai Mall,2024-07-14
108436,Beauty Products,3,51.0,Lenox Square,2022-10-25
108437,Accessories,3,117.05,Santa Monica Place,2024-04-30
108438,Beauty Products,4,333.72,Town Center at Boca Raton,2021-05-31
108439,Toys,2,6.43,South Coast Plaza,2024-02-26
108440,Accessories,1,240.78,CambridgeSide,2020-03-04
108441,Footwear,2,208.61,Cherry Creek Shopping Center,2020-01-21
108442,Accessories,3,172.29,Meadowhall,2023-03-14
108443,Home Decor,1,259.3,Stonebriar Centre,2021-01-23
108444,Home Decor,3,432.36,The Galleria,2024-11-09
108445,Clothing,2,50.67,Aventura Mall,2024-08-27
108446,Home Decor,4,122.12,Westfield London,2020-07-08
108447,Jewelry,4,282.15,Westfield Annapolis,2024-05-07
108448,Electronics,1,273.37,Westfield Annapolis,2022-12-17
108449,Jewelry,2,228.95,Fashion Show Mall,2020-12-06
108450,Clothing,1,394.25,SouthPark,2021-02-05
108451,Clothing,3,216.2,Lenox Square,2024-09-10
108452,Clothing,4,167.84,Scottsdale Fashion Square,2021-09-19
108453,Footwear,1,405.99,Roosevelt Field,2022-02-12
108454,Home Decor,4,133.13,Palisades Center,2022-03-22
108455,Accessories,4,68.09,The Shops at La Cantera,2024-07-20
108456,Jewelry,2,240.29,Bayshore Shopping Centre,2021-09-14
108457,Jewelry,4,227.62,The Galleria at Fort Lauderdale,2020-08-30
108458,Clothing,2,474.06,Bellevue Square,2020-03-23
108459,Footwear,1,437.12,SouthPark,2023-02-15
108460,Toys,4,109.56,Brookfield Place,2023-03-17
108461,Jewelry,3,350.0,The Galleria,2024-11-10
108462,Beauty Products,3,58.18,Bluewater Shopping Centre,2024-12-03
108463,Jewelry,4,184.43,The Florida Mall,2022-07-15
108464,Toys,4,18.87,The Gardens Mall,2024-11-12
108465,Toys,4,447.2,Trafford Centre,2022-03-18
108466,Accessories,3,276.59,The Mall at Millenia,2021-06-03
108467,Beauty Products,1,342.13,The Oracle,2024-10-15
108468,Footwear,2,107.52,The Dubai Mall,2023-09-14
108469,Groceries,2,75.1,Arndale Centre,2020-09-10
108470,Groceries,3,110.81,The Mall at Short Hills,2020-04-20
108471,Groceries,4,221.14,The Summit,2020-09-06
108472,Clothing,4,74.07,The Galleria,2021-02-02
108473,Toys,2,204.75,Cherry Creek Shopping Center,2022-12-16
108474,Accessories,4,53.12,Westfield Annapolis,2021-12-19
108475,Accessories,3,429.23,Palisades Center,2024-07-15
108476,Jewelry,1,325.16,Yorkdale Shopping Centre,2021-03-28
108477,Footwear,1,352.09,The Mall in Columbia,2025-01-30
108478,Footwear,4,44.89,Scottsdale Fashion Square,2021-08-26
108479,Home Decor,3,223.88,Bayshore Shopping Centre,2023-09-16
108480,Home Decor,3,336.7,SouthPark,2024-02-15
108481,Jewelry,2,325.01,Westfield Stratford City,2021-09-02
108482,Jewelry,4,293.95,Palisades Center,2024-02-12
108483,Beauty Products,2,172.73,Fashion Show Mall,2022-11-15
108484,Beauty Products,4,130.29,Bloor-Yorkville,2022-07-31
108485,Electronics,4,283.68,Scottsdale Fashion Square,2020-06-10
108486,Home Decor,3,214.77,Tysons Corner Center,2023-05-24
108487,Electronics,3,447.48,The Galleria at Fort Lauderdale,2023-10-21
108488,Jewelry,4,261.17,Arndale Centre,2020-09-08
108489,Electronics,2,326.26,The Mall at Short Hills,2021-08-13
108490,Electronics,3,315.49,South Coast Plaza,2023-08-12
108491,Beauty Products,1,241.07,Pheasant Lane Mall,2020-05-25
108492,Toys,2,275.7,West Edmonton Mall,2022-12-05
108493,Electronics,3,294.6,King of Prussia Mall,2021-12-23
108494,Clothing,2,426.45,The Dubai Mall,2022-04-26
108495,Groceries,1,400.89,West Edmonton Mall,2020-11-01
108496,Groceries,2,441.26,The Galleria,2024-12-19
108497,Accessories,3,444.44,Cherry Creek Shopping Center,2021-04-27
108498,Footwear,4,56.57,Metrocentre,2020-12-28
108499,Beauty Products,2,292.21,Santa Monica Place,2022-11-11
108500,Electronics,3,109.1,Westfield Stratford City,2022-12-07
108501,Footwear,3,186.72,The Mall at Short Hills,2023-06-28
108502,Footwear,1,498.54,Westfield London,2020-04-14
108503,Clothing,4,482.45,Westfield London,2021-10-18
108504,Groceries,3,260.73,The Galleria at Fort Lauderdale,2023-09-25
108505,Clothing,4,149.0,Metrocentre,2024-01-06
108506,Toys,1,284.48,Bayshore Shopping Centre,2020-05-11
108507,Footwear,3,195.57,Westfield San Francisco Centre,2020-11-18
108508,Electronics,1,34.03,Park Meadows,2024-11-26
108509,Toys,4,303.48,West Edmonton Mall,2022-10-11
108510,Toys,3,50.39,The Shops at Columbus Circle,2020-05-28
108511,Groceries,1,232.8,The Galleria at Fort Lauderdale,2020-07-03
108512,Groceries,4,149.16,The Florida Mall,2021-09-27
108513,Books,2,172.41,The Oracle,2022-07-09
108514,Home Decor,4,382.99,Stanford Shopping Center,2024-05-05
108515,Footwear,4,243.1,Bellevue Square,2024-12-19
108516,Electronics,2,414.5,The Shops at La Cantera,2023-10-07
108517,Beauty Products,3,144.15,Bellevue Square,2022-03-11
108518,Books,1,194.94,The Americana at Brand,2021-09-17
108519,Home Decor,1,123.76,Easton Town Center,2020-03-20
108520,Beauty Products,3,251.6,CambridgeSide,2024-10-11
108521,Footwear,4,399.71,Westfield Stratford City,2024-10-10
108522,Books,2,223.95,Perimeter Mall,2020-06-14
108523,Home Decor,2,498.04,Westfield Annapolis,2021-09-18
108524,Footwear,1,403.09,Aventura Mall,2020-04-04
108525,Electronics,1,102.37,The Galleria at Fort Lauderdale,2020-02-05
108526,Clothing,2,434.81,Lakeside Shopping Centre,2022-09-25
108527,Home Decor,1,131.33,South Coast Plaza,2023-12-20
108528,Footwear,2,241.01,West Edmonton Mall,2023-03-09
108529,Books,1,23.18,SouthPark,2022-01-06
108530,Beauty Products,3,29.7,Stanford Shopping Center,2024-01-14
108531,Beauty Products,2,183.73,Tysons Corner Center,2021-07-09
108532,Footwear,4,294.96,The Grove,2021-06-23
108533,Accessories,2,311.17,Perimeter Mall,2020-11-17
108534,Footwear,3,295.15,The Grove,2024-04-11
108535,Groceries,4,39.76,The Domain,2021-03-26
108536,Electronics,3,320.47,The Trafford Centre,2024-04-20
108537,Groceries,1,316.38,The Mall at Millenia,2020-01-24
108538,Beauty Products,1,314.06,Westfield Annapolis,2023-02-28
108539,Footwear,4,169.79,Westfield London,2023-05-19
108540,Toys,4,415.3,Bayshore Shopping Centre,2021-04-30
108541,Clothing,3,471.06,Lakeside Shopping Centre,2020-10-20
108542,Footwear,1,416.68,The Shops at Columbus Circle,2024-02-07
108543,Groceries,2,244.12,The Galleria at Fort Lauderdale,2020-08-03
108544,Groceries,4,253.49,Bullring & Grand Central,2021-12-25
108545,Beauty Products,4,270.17,The Galleria at Fort Lauderdale,2022-04-29
108546,Toys,1,315.13,Town Center at Boca Raton,2024-09-15
108547,Accessories,1,313.52,Meadowhall,2024-05-07
108548,Footwear,4,275.45,International Plaza and Bay Street,2020-04-10
108549,Jewelry,1,69.27,Westfield Annapolis,2023-10-03
108550,Books,1,6.18,International Plaza and Bay Street,2020-03-13
108551,Footwear,2,444.54,Town Center at Boca Raton,2024-07-02
108552,Home Decor,2,235.43,Oakbrook Center,2020-03-27
108553,Jewelry,3,91.59,Lakeside Shopping Centre,2023-01-13
108554,Footwear,3,184.83,The Streets at Southpoint,2022-09-02
108555,Books,4,66.24,The Dubai Mall,2021-07-13
108556,Books,3,401.92,The Shops at La Cantera,2024-09-23
108557,Electronics,3,92.07,The Gardens Mall,2020-11-20
108558,Home Decor,1,260.35,Dolphin Mall,2023-11-01
108559,Toys,2,369.87,Pheasant Lane Mall,2021-06-01
108560,Electronics,1,37.97,Perimeter Mall,2023-04-18
108561,Accessories,4,22.5,Westfield Century City,2023-03-15
108562,Footwear,4,440.94,Tysons Corner Center,2023-04-20
108563,Home Decor,1,256.93,The Summit,2023-03-21
108564,Accessories,4,88.75,Bellevue Square,2022-12-05
108565,Books,4,288.19,Westfield Stratford City,2022-08-06
108566,Jewelry,4,375.81,Bellevue Square,2020-02-02
108567,Jewelry,3,181.37,Bloor-Yorkville,2022-01-12
108568,Home Decor,4,146.4,Aventura Mall,2024-02-07
108569,Toys,1,349.86,Westfield Century City,2023-07-07
108570,Home Decor,4,434.6,Westfield Century City,2024-10-12
108571,Clothing,2,453.32,Bellevue Square,2020-01-31
108572,Home Decor,4,140.93,Fashion Show Mall,2021-09-24
108573,Books,1,226.38,Bloor-Yorkville,2023-12-13
108574,Electronics,2,54.85,The Oracle,2023-11-09
108575,Beauty Products,2,361.7,Arndale Centre,2023-03-29
108576,Groceries,2,164.49,The Galleria at Fort Lauderdale,2022-05-02
108577,Clothing,4,249.16,Brookfield Place,2024-07-14
108578,Accessories,4,178.34,The Florida Mall,2023-09-23
108579,Books,2,295.01,The Mall in Columbia,2024-10-09
108580,Jewelry,1,453.48,Bluewater Shopping Centre,2021-08-14
108581,Footwear,3,280.36,The Oracle,2020-12-15
108582,Groceries,4,242.42,The Trafford Centre,2024-08-14
108583,Beauty Products,1,366.71,West Edmonton Mall,2023-08-12
108584,Footwear,1,178.78,Palisades Center,2021-04-29
108585,Beauty Products,1,122.83,West Edmonton Mall,2023-11-21
108586,Books,3,483.78,CambridgeSide,2023-05-10
108587,Books,4,367.39,Dolphin Mall,2020-03-06
108588,Electronics,3,498.7,The Shops at Columbus Circle,2021-08-21
108589,Toys,2,39.13,King of Prussia Mall,2021-03-17
108590,Electronics,1,335.01,Dolphin Mall,2023-09-22
108591,Books,1,99.92,Bluewater Shopping Centre,2020-07-10
108592,Electronics,3,210.29,Palisades Center,2022-10-20
108593,Accessories,3,296.17,The Domain,2021-03-28
108594,Home Decor,2,126.05,The Florida Mall,2021-12-22
108595,Footwear,1,352.05,SouthPark,2021-02-19
108596,Beauty Products,2,127.84,Aventura Mall,2021-07-22
108597,Footwear,4,117.64,The Shops at La Cantera,2024-07-05
108598,Groceries,4,17.07,Aventura Mall,2021-02-08
108599,Home Decor,4,56.38,Bellevue Square,2021-01-09
108600,Beauty Products,1,80.79,Town Center at Boca Raton,2021-06-28
108601,Home Decor,4,293.15,The Mall at Short Hills,2022-01-30
108602,Clothing,2,284.43,Town Center at Boca Raton,2020-12-08
108603,Beauty Products,1,268.53,SouthPark,2024-01-22
108604,Accessories,4,170.74,Lenox Square,2020-12-10
108605,Electronics,4,498.63,SouthPark,2022-02-06
108606,Toys,2,12.83,Westfield Century City,2022-01-24
108607,Footwear,4,153.71,The Grove,2023-01-11
108608,Beauty Products,3,144.13,West Edmonton Mall,2023-12-08
108609,Accessories,2,275.13,South Coast Plaza,2021-09-18
108610,Beauty Products,3,75.28,The Mall in Columbia,2024-04-15
